geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State Legislative District 17 (2014), Maryland","MD",24,"24-017",41200,54209,10738,.1980852
"State Legislative District 18 (2014), Maryland","MD",24,"24-018",47909,58385,8298,.1421255
"State Legislative District 19 (2014), Maryland","MD",24,"24-019",43809,58691,12682,.2160808
"State Legislative Subdistrict 1A (2014), Maryland","MD",24,"24-01A",3446,18987,14883,.7838521
"State Legislative Subdistrict 1C (2014), Maryland","MD",24,"24-01C",3968,17045,12436,.7295981
"State Legislative District 20 (2014), Maryland","MD",24,"24-020",43939,50087,4491,.089664
"State Legislative District 21 (2014), Maryland","MD",24,"24-021",40942,54728,11411,.2085039
"State Legislative District 22 (2014), Maryland","MD",24,"24-022",50815,57042,4715,.0826584
"State Legislative District 24 (2014), Maryland","MD",24,"24-024",53696,56956,2303,.0404347
"State Legislative District 25 (2014), Maryland","MD",24,"24-025",49097,51965,1969,.0378909
"State Legislative District 26 (2014), Maryland","MD",24,"24-026",49609,53910,3222,.0597663
"State Legislative District 28 (2014), Maryland","MD",24,"24-028",43623,67650,21870,.3232816
"State Legislative Subdistrict 2A (2014), Maryland","MD",24,"24-02A",12774,42345,27711,.6544102
"State Legislative Subdistrict 2B (2014), Maryland","MD",24,"24-02B",6760,13921,6355,.4565046
"State Legislative District 32 (2014), Maryland","MD",24,"24-032",33033,55875,20136,.3603759
"State Legislative District 33 (2014), Maryland","MD",24,"24-033",34390,73394,34768,.4737172
"State Legislative District 36 (2014), Maryland","MD",24,"24-036",20318,60262,37114,.6158773
"State Legislative District 39 (2014), Maryland","MD",24,"24-039",40724,53672,10872,.2025637
"State Legislative Subdistrict 3A (2014), Maryland","MD",24,"24-03A",22117,36493,12225,.3349957
"State Legislative Subdistrict 3B (2014), Maryland","MD",24,"24-03B",11077,22702,10273,.4525152
"State Legislative District 41 (2014), Maryland","MD",24,"24-041",34731,40482,4493,.1109876
"State Legislative District 43 (2014), Maryland","MD",24,"24-043",41782,46791,3273,.0699494
"State Legislative District 45 (2014), Maryland","MD",24,"24-045",39548,44914,4008,.0892372
"State Legislative District 46 (2014), Maryland","MD",24,"24-046",34126,46040,9421,.2046264
"State Legislative Subdistrict 9A (2014), Maryland","MD",24,"24-09A",24868,54821,26807,.4889914
"State Legislative Subdistrict 9B (2014), Maryland","MD",24,"24-09B",13455,20949,6338,.3025443
"State Legislative Subdistrict 23B (2014), Maryland","MD",24,"24-23B",32825,40026,6041,.1509269
"State Legislative Subdistrict 27A (2014), Maryland","MD",24,"24-27A",18057,23616,5023,.2126948
"State Legislative Subdistrict 27B (2014), Maryland","MD",24,"24-27B",12792,22894,9281,.4053901
"State Legislative Subdistrict 27C (2014), Maryland","MD",24,"24-27C",8567,22059,12430,.5634888
"State Legislative Subdistrict 29A (2014), Maryland","MD",24,"24-29A",6020,20874,13972,.6693494
"State Legislative Subdistrict 29B (2014), Maryland","MD",24,"24-29B",8311,17813,8319,.4670185
"State Legislative Subdistrict 29C (2014), Maryland","MD",24,"24-29C",7883,21373,12125,.5673046
"State Legislative Subdistrict 30A (2014), Maryland","MD",24,"24-30A",21536,36102,12586,.3486233
"State Legislative Subdistrict 30B (2014), Maryland","MD",24,"24-30B",8291,21331,12028,.5638742
"State Legislative Subdistrict 31A (2014), Maryland","MD",24,"24-31A",8862,17236,7622,.442214
"State Legislative Subdistrict 31B (2014), Maryland","MD",24,"24-31B",15456,48032,30290,.6306213
"State Legislative Subdistrict 34A (2014), Maryland","MD",24,"24-34A",18912,35804,15126,.4224668
"State Legislative Subdistrict 34B (2014), Maryland","MD",24,"24-34B",8005,22782,13499,.5925292
"State Legislative Subdistrict 35A (2014), Maryland","MD",24,"24-35A",6033,18818,11854,.6299288
"State Legislative Subdistrict 35B (2014), Maryland","MD",24,"24-35B",12415,48730,33967,.697045
"State Legislative Subdistrict 37B (2014), Maryland","MD",24,"24-37B",15880,45106,27482,.6092759
"State Legislative Subdistrict 38A (2014), Maryland","MD",24,"24-38A",8649,19788,10526,.5319386
"State Legislative Subdistrict 38C (2014), Maryland","MD",24,"24-38C",6346,22727,15590,.6859682
"State Legislative Subdistrict 42A (2014), Maryland","MD",24,"24-42A",12612,18693,5006,.2678008
"State Legislative Subdistrict 42B (2014), Maryland","MD",24,"24-42B",23084,50728,24752,.4879357
"State Legislative Subdistrict 44A (2014), Maryland","MD",24,"24-44A",13194,14039,505,.0359712
"State Legislative Subdistrict 44B (2014), Maryland","MD",24,"24-44B",29370,36805,6034,.1639451
"State Legislative Subdistrict 47A (2014), Maryland","MD",24,"24-47A",30513,32993,1734,.0525566
"State Legislative Subdistrict 47B (2014), Maryland","MD",24,"24-47B",8927,9803,649,.0662042
"State House District 1 (2014), Maine","ME",23,"23-001",3191,5101,1593,.3122917
"State House District 6 (2014), Maine","ME",23,"23-006",2535,5131,2218,.4322744
"State House District 10 (2014), Maine","ME",23,"23-010",2281,5486,2787,.5080204
"State House District 12 (2014), Maine","ME",23,"23-012",1972,3554,1327,.3733821
"State House District 13 (2014), Maine","ME",23,"23-013",3003,5465,2151,.3935956
"State House District 16 (2014), Maine","ME",23,"23-016",2252,5588,2919,.5223694
"State House District 17 (2014), Maine","ME",23,"23-017",1694,4645,2578,.5550054
"State House District 19 (2014), Maine","ME",23,"23-019",2021,4572,2198,.4807524
"State House District 21 (2014), Maine","ME",23,"23-021",2067,5258,2811,.5346139
"State House District 22 (2014), Maine","ME",23,"23-022",1958,5177,2860,.5524435
"State House District 23 (2014), Maine","ME",23,"23-023",2003,5004,2666,.5327738
"State House District 24 (2014), Maine","ME",23,"23-024",2270,5175,2544,.4915942
"State House District 27 (2014), Maine","ME",23,"23-027",2880,5470,2208,.4036563
"State House District 29 (2014), Maine","ME",23,"23-029",3338,6054,2366,.390816
"State House District 30 (2014), Maine","ME",23,"23-030",4287,6087,1514,.2487268
"State House District 36 (2014), Maine","ME",23,"23-036",2818,4026,994,.2468952
"State House District 37 (2014), Maine","ME",23,"23-037",3408,4554,873,.1916996
"State House District 38 (2014), Maine","ME",23,"23-038",4563,5401,517,.095723
"State House District 40 (2014), Maine","ME",23,"23-040",3250,4108,524,.127556
"State House District 41 (2014), Maine","ME",23,"23-041",3912,5205,995,.1911623
"State House District 42 (2014), Maine","ME",23,"23-042",3677,5015,1087,.2167498
"State House District 43 (2014), Maine","ME",23,"23-043",3597,5570,1691,.3035907
"State House District 45 (2014), Maine","ME",23,"23-045",3506,6001,2105,.3507749
"State House District 49 (2014), Maine","ME",23,"23-049",3929,6110,1781,.2914894
"State House District 51 (2014), Maine","ME",23,"23-051",3158,5670,2191,.3864197
"State House District 53 (2014), Maine","ME",23,"23-053",2566,5598,2629,.469632
"State House District 55 (2014), Maine","ME",23,"23-055",2187,5340,2737,.5125468
"State House District 56 (2014), Maine","ME",23,"23-056",1711,4832,2754,.5699503
"State House District 57 (2014), Maine","ME",23,"23-057",1689,5319,3249,.6108291
"State House District 58 (2014), Maine","ME",23,"23-058",1831,4521,2355,.5209025
"State House District 59 (2014), Maine","ME",23,"23-059",2519,5157,2284,.4428931
"State House District 62 (2014), Maine","ME",23,"23-062",1537,3345,1524,.4556054
"State House District 63 (2014), Maine","ME",23,"23-063",2120,4872,2378,.4880952
"State House District 65 (2014), Maine","ME",23,"23-065",2065,5048,2608,.5166402
"State House District 66 (2014), Maine","ME",23,"23-066",2178,5224,2684,.5137826
"State House District 67 (2014), Maine","ME",23,"23-067",2260,5280,2640,.5
"State House District 68 (2014), Maine","ME",23,"23-068",1986,5430,3019,.5559853
"State House District 69 (2014), Maine","ME",23,"23-069",2094,5125,2621,.5114146
