"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"1051","8th Bristol District (2014), Massachusetts","MA","25","25-076",9767,19685,8997,0.4570485
"1052","9th Bristol District (2014), Massachusetts","MA","25","25-077",10532,19195,7681,0.4001563
"1053","10th Bristol District (2014), Massachusetts","MA","25","25-078",11188,21536,9151,0.4249164
"1054","11th Bristol District (2014), Massachusetts","MA","25","25-079",7965,14826,6133,0.4136652
"1055","13th Bristol District (2014), Massachusetts","MA","25","25-081",9827,14453,3976,0.2750986
"1056","14th Bristol District (2014), Massachusetts","MA","25","25-082",10206,20748,9064,0.4368614
"1057","1st Essex District (2014), Massachusetts","MA","25","25-083",14657,24876,8594,0.3454736
"1058","2nd Essex District (2014), Massachusetts","MA","25","25-084",13376,26746,11554,0.4319898
"1059","3rd Essex District (2014), Massachusetts","MA","25","25-085",10211,18673,7365,0.3944198
"1060","4th Essex District (2014), Massachusetts","MA","25","25-086",14966,26541,9592,0.3614031
"1061","5th Essex District (2014), Massachusetts","MA","25","25-087",14202,23166,7484,0.3230596
"1062","6th Essex District (2014), Massachusetts","MA","25","25-088",13185,21563,6904,0.3201781
"1063","7th Essex District (2014), Massachusetts","MA","25","25-089",14950,21559,5458,0.2531657
"1064","8th Essex District (2014), Massachusetts","MA","25","25-090",15568,23860,6956,0.2915339
"1065","9th Essex District (2014), Massachusetts","MA","25","25-091",11475,23852,11262,0.4721617
"1066","10th Essex District (2014), Massachusetts","MA","25","25-092",9899,14319,3829,0.2674069
"1067","11th Essex District (2014), Massachusetts","MA","25","25-093",9803,14387,4014,0.2790019
"1068","12th Essex District (2014), Massachusetts","MA","25","25-094",11510,21048,8580,0.4076397
"1069","13th Essex District (2014), Massachusetts","MA","25","25-095",11727,24260,11288,0.4652927
"1070","15th Essex District (2014), Massachusetts","MA","25","25-097",10613,21808,10089,0.4626284
"1071","16th Essex District (2014), Massachusetts","MA","25","25-098",11076,13116,1679,0.1280116
"1072","17th Essex District (2014), Massachusetts","MA","25","25-099",11138,15409,3643,0.2364203
"1073","1st Franklin District (2014), Massachusetts","MA","25","25-100",15811,24099,6224,0.258268
"1074","2nd Franklin District (2014), Massachusetts","MA","25","25-101",9301,19890,8847,0.4447964
"1075","1st Hampden District (2014), Massachusetts","MA","25","25-102",8783,21231,10816,0.5094438
"1076","2nd Hampden District (2014), Massachusetts","MA","25","25-103",11453,23625,10711,0.4533757
"1077","3rd Hampden District (2014), Massachusetts","MA","25","25-104",8402,20606,10930,0.5304281
"1078","4th Hampden District (2014), Massachusetts","MA","25","25-105",8225,18617,9021,0.4845571
"1079","5th Hampden District (2014), Massachusetts","MA","25","25-106",11656,16579,4022,0.2425961
"1080","6th Hampden District (2014), Massachusetts","MA","25","25-107",8353,16456,7026,0.4269567
"1081","7th Hampden District (2014), Massachusetts","MA","25","25-108",10261,20673,9192,0.4446379
"1082","8th Hampden District (2014), Massachusetts","MA","25","25-109",8931,17168,7131,0.4153658
"1083","9th Hampden District (2014), Massachusetts","MA","25","25-110",10873,16212,4548,0.2805329
"1084","10th Hampden District (2014), Massachusetts","MA","25","25-111",10464,12125,1266,0.1044124
"1085","11th Hampden District (2014), Massachusetts","MA","25","25-112",11331,13641,1843,0.1351074
"1086","18th Essex District (2014), Massachusetts","MA","25","25-114",13464,24786,9894,0.399177
"1087","1st Hampshire District (2014), Massachusetts","MA","25","25-115",17368,23778,4919,0.2068719
"1088","2nd Hampshire District (2014), Massachusetts","MA","25","25-116",14272,23438,7610,0.3246864
"1089","3rd Hampshire District (2014), Massachusetts","MA","25","25-117",14054,17462,2155,0.1234108
"1090","1st Middlesex District (2014), Massachusetts","MA","25","25-118",11685,24012,10326,0.430035
"1091","2nd Middlesex District (2014), Massachusetts","MA","25","25-119",15031,26080,9133,0.3501917
"1092","4th Middlesex District (2014), Massachusetts","MA","25","25-121",12112,20173,6641,0.3292024
"1093","5th Middlesex District (2014), Massachusetts","MA","25","25-122",16942,25237,6741,0.2671078
"1094","6th Middlesex District (2014), Massachusetts","MA","25","25-123",14016,20422,5255,0.2573205
"1095","7th Middlesex District (2014), Massachusetts","MA","25","25-124",10834,15804,4102,0.2595545
"1096","8th Middlesex District (2014), Massachusetts","MA","25","25-125",15153,24645,7809,0.3168594
"1097","9th Middlesex District (2014), Massachusetts","MA","25","25-126",13962,21240,6205,0.2921375
"1098","10th Middlesex District (2014), Massachusetts","MA","25","25-127",11524,16438,4023,0.2447378
"1099","11th Middlesex District (2014), Massachusetts","MA","25","25-128",17570,22054,3553,0.1611046
"1100","12th Middlesex District (2014), Massachusetts","MA","25","25-129",17005,21315,3404,0.1596997
"1101","13th Middlesex District (2014), Massachusetts","MA","25","25-130",16517,23697,5928,0.2501583
"1102","14th Middlesex District (2014), Massachusetts","MA","25","25-131",17548,24829,5733,0.2308993
"1103","16th Middlesex District (2014), Massachusetts","MA","25","25-133",9829,17223,6354,0.3689253
"1104","17th Middlesex District (2014), Massachusetts","MA","25","25-134",9796,15392,4743,0.3081471
"1105","18th Middlesex District (2014), Massachusetts","MA","25","25-135",8480,11978,2866,0.239272
"1106","19th Middlesex District (2014), Massachusetts","MA","25","25-136",10682,23371,11299,0.4834624
"1107","20th Middlesex District (2014), Massachusetts","MA","25","25-137",12885,26203,11877,0.4532687
"1108","21st Middlesex District (2014), Massachusetts","MA","25","25-138",13711,23636,8632,0.3652056
"1109","22nd Middlesex District (2014), Massachusetts","MA","25","25-139",10100,21659,10319,0.4764301
"1110","23rd Middlesex District (2014), Massachusetts","MA","25","25-140",19579,25968,5253,0.2022874
"1111","24th Middlesex District (2014), Massachusetts","MA","25","25-141",18931,24534,4350,0.177305
"1112","25th Middlesex District (2014), Massachusetts","MA","25","25-142",17350,18941,846,0.044665
"1113","26th Middlesex District (2014), Massachusetts","MA","25","25-143",16361,19196,1911,0.099552
"1114","27th Middlesex District (2014), Massachusetts","MA","25","25-144",19929,23106,1990,0.0861248
"1115","28th Middlesex District (2014), Massachusetts","MA","25","25-145",9461,13875,3940,0.283964
"1116","29th Middlesex District (2014), Massachusetts","MA","25","25-146",18931,23565,3532,0.1498833
"1117","30th Middlesex District (2014), Massachusetts","MA","25","25-147",12306,21828,8384,0.3840938
"1118","31st Middlesex District (2014), Massachusetts","MA","25","25-148",15024,25315,8944,0.3533083
"1119","32nd Middlesex District (2014), Massachusetts","MA","25","25-149",15769,24926,7865,0.315534
"1120","33rd Middlesex District (2014), Massachusetts","MA","25","25-150",10482,14882,3775,0.2536621
"1121","34th Middlesex District (2014), Massachusetts","MA","25","25-151",16103,20367,3343,0.1641381
"1122","35th Middlesex District (2014), Massachusetts","MA","25","25-152",12999,19126,5294,0.276796
"1123","36th Middlesex District (2014), Massachusetts","MA","25","25-153",9706,22643,11486,0.5072649
"1124","18th Worcester District (2014), Massachusetts","MA","25","25-155",8566,20942,10890,0.5200077
"1125","5th Barnstable District (2014), Massachusetts","MA","25","25-156",11132,23936,11480,0.4796123
"1126","1st Norfolk District (2014), Massachusetts","MA","25","25-157",12236,18828,5779,0.3069365
"1127","2nd Norfolk District (2014), Massachusetts","MA","25","25-158",11530,18572,6070,0.3268361
"1128","3rd Norfolk District (2014), Massachusetts","MA","25","25-159",11359,20246,7799,0.3852119
"1129","5th Norfolk District (2014), Massachusetts","MA","25","25-161",12230,22561,9242,0.409645
"1130","6th Norfolk District (2014), Massachusetts","MA","25","25-162",12528,21605,7941,0.3675538
"1131","7th Norfolk District (2014), Massachusetts","MA","25","25-163",14953,21283,5460,0.2565428
"1132","9th Norfolk District (2014), Massachusetts","MA","25","25-165",12036,23966,10193,0.4253109
"1133","10th Norfolk District (2014), Massachusetts","MA","25","25-166",12618,23388,9189,0.3928938
"1134","11th Norfolk District (2014), Massachusetts","MA","25","25-167",14786,25013,8819,0.3525767
"1135","12th Norfolk District (2014), Massachusetts","MA","25","25-168",12753,22852,8814,0.3856993
"1136","13th Norfolk District (2014), Massachusetts","MA","25","25-169",17099,24884,6356,0.2554252
"1137","14th Norfolk District (2014), Massachusetts","MA","25","25-170",16517,23164,5335,0.2303143
"1138","15th Norfolk District (2014), Massachusetts","MA","25","25-171",17136,19766,1885,0.0953658
"1139","2nd Plymouth District (2014), Massachusetts","MA","25","25-173",9510,21453,10558,0.4921456
"1140","3rd Plymouth District (2014), Massachusetts","MA","25","25-174",14789,24881,8683,0.3489811
"1141","4th Plymouth District (2014), Massachusetts","MA","25","25-175",12723,25164,10983,0.4364568
"1142","5th Plymouth District (2014), Massachusetts","MA","25","25-176",11430,24275,11417,0.4703193
"1143","7th Plymouth District (2014), Massachusetts","MA","25","25-178",9921,22257,10903,0.4898683
"1144","9th Plymouth District (2014), Massachusetts","MA","25","25-180",10544,13451,2512,0.1867519
"1145","10th Plymouth District (2014), Massachusetts","MA","25","25-181",10699,18397,6758,0.3673425
"1146","11th Plymouth District (2014), Massachusetts","MA","25","25-182",12226,20193,6923,0.3428416
"1147","12th Plymouth District (2014), Massachusetts","MA","25","25-183",10991,24098,11624,0.4823637
"1148","1st Suffolk District (2014), Massachusetts","MA","25","25-184",9123,12481,2831,0.2268248
"1149","2nd Suffolk District (2014), Massachusetts","MA","25","25-185",12466,16357,3144,0.1922113
"1150","3rd Suffolk District (2014), Massachusetts","MA","25","25-186",16034,20127,3109,0.1544691
"1151","4th Suffolk District (2014), Massachusetts","MA","25","25-187",15169,22213,5877,0.2645748
"1152","5th Suffolk District (2014), Massachusetts","MA","25","25-188",13467,14531,736,0.0506503
"1153","6th Suffolk District (2014), Massachusetts","MA","25","25-189",15327,16377,744,0.0454296
"1154","7th Suffolk District (2014), Massachusetts","MA","25","25-190",10230,11198,574,0.0512592
"1155","8th Suffolk District (2014), Massachusetts","MA","25","25-191",16708,20103,2349,0.1168482
"1156","9th Suffolk District (2014), Massachusetts","MA","25","25-192",14003,15909,1336,0.0839776
"1157","10th Suffolk District (2014), Massachusetts","MA","25","25-193",15193,21862,5708,0.2610923
"1158","11th Suffolk District (2014), Massachusetts","MA","25","25-194",18292,19905,920,0.0462195
"1159","12th Suffolk District (2014), Massachusetts","MA","25","25-195",16953,19145,1673,0.0873857
"1160","13th Suffolk District (2014), Massachusetts","MA","25","25-196",13805,18336,3778,0.2060428
"1161","14th Suffolk District (2014), Massachusetts","MA","25","25-197",15602,19619,3371,0.1718232
"1162","15th Suffolk District (2014), Massachusetts","MA","25","25-198",16631,19005,1556,0.0818732
"1163","16th Suffolk District (2014), Massachusetts","MA","25","25-199",10187,17235,6426,0.3728459
"1164","17th Suffolk District (2014), Massachusetts","MA","25","25-200",13150,15870,1848,0.1164461
"1165","18th Suffolk District (2014), Massachusetts","MA","25","25-201",10740,13415,1905,0.1420052
"1166","19th Suffolk District (2014), Massachusetts","MA","25","25-202",10350,17264,6181,0.3580283
"1167","1st Worcester District (2014), Massachusetts","MA","25","25-203",12098,25251,11222,0.444418
"1168","2nd Worcester District (2014), Massachusetts","MA","25","25-204",8388,18461,8453,0.4578842
"1169","3rd Worcester District (2014), Massachusetts","MA","25","25-205",9316,16683,6187,0.3708566
"1170","4th Worcester District (2014), Massachusetts","MA","25","25-206",9840,19377,8199,0.4231305
"1171","5th Worcester District (2014), Massachusetts","MA","25","25-207",8679,21651,11311,0.5224239
"1172","6th Worcester District (2014), Massachusetts","MA","25","25-208",8485,19024,9180,0.4825484
"1173","7th Worcester District (2014), Massachusetts","MA","25","25-209",9691,21348,10153,0.4755949
"1174","9th Worcester District (2014), Massachusetts","MA","25","25-211",11093,22548,9678,0.4292177
"1175","10th Worcester District (2014), Massachusetts","MA","25","25-212",11577,21992,9061,0.4120135
"1176","11th Worcester District (2014), Massachusetts","MA","25","25-213",13560,23149,8201,0.3542702
"1177","12th Worcester District (2014), Massachusetts","MA","25","25-214",11607,22344,9005,0.4030165
"1178","13th Worcester District (2014), Massachusetts","MA","25","25-215",11093,17234,5121,0.2971452
"1179","14th Worcester District (2014), Massachusetts","MA","25","25-216",10977,17600,5570,0.3164773
"1180","15th Worcester District (2014), Massachusetts","MA","25","25-217",8334,11806,2862,0.2424191
"1181","16th Worcester District (2014), Massachusetts","MA","25","25-218",8217,12386,3537,0.2855643
"1182","17th Worcester District (2014), Massachusetts","MA","25","25-219",9022,15273,5305,0.347345
"1183","State Legislative District 4 (2014), Maryland","MD","24","24-004",25699,71526,41731,0.5834382
"1184","State Legislative District 5 (2014), Maryland","MD","24","24-005",18628,67062,44483,0.6633115
"1185","State Legislative District 6 (2014), Maryland","MD","24","24-006",21622,52573,29058,0.5527171
"1186","State Legislative District 7 (2014), Maryland","MD","24","24-007",23307,72665,46039,0.6335788
"1187","State Legislative District 8 (2014), Maryland","MD","24","24-008",31436,59306,25070,0.4227228
"1188","State Legislative District 10 (2014), Maryland","MD","24","24-010",38615,50042,9638,0.1925982
"1189","State Legislative District 11 (2014), Maryland","MD","24","24-011",36571,56113,17134,0.3053481
"1190","State Legislative District 12 (2014), Maryland","MD","24","24-012",35635,56622,17901,0.3161492
"1191","State Legislative District 13 (2014), Maryland","MD","24","24-013",46210,65611,15964,0.2433129
"1192","State Legislative District 14 (2014), Maryland","MD","24","24-014",44212,64555,17690,0.2740299
